1.600000; 1; 20; 0; 0; 0; 0; 0; 0;
1.310000; 2; 20; 0; 0; 0; 0; 0; 0;
1.640000; 3; 20; 0; 0; 0; 0; 0; 0;
1.400000; 4; 20; 0; 0; 0; 0; 0; 0;
1.300000; 5; 20; 0; 0; 0; 0; 0; 0;
1.300000; 6; 20; 0; 0; 0; 0; 0; 0;
1.300000; 7; 20; 0; 0; 0; 0; 0; 0;
1.200000; 8; 20; 0; 0; 0; 0; 0; 0;
1.140000; 9; 20; 0; 0; 0; 0; 0; 0;
1.160000; 10; 20; 0; 0; 0; 0; 0; 0;
1.130000; 11; 20; 0; 0; 0; 0; 0; 0;
1.150000; 12; 20; 0; 0; 0; 0; 0; 0;
1.130000; 13; 20; 0; 0; 0; 0; 0; 0;
1.120000; 14; 20; 0; 0; 0; 0; 0; 0;
1.130000; 15; 20; 0; 0; 0; 0; 0; 0;
1.100000; 16; 20; 0; 0; 0; 0; 0; 0;
1.100000; 17; 20; 0; 0; 0; 0; 0; 0;
1.130000; 18; 20; 0; 0; 0; 0; 0; 0;
1.100000; 19; 20; 0; 0; 0; 0; 0; 0;
1.120000; 20; 20; 0; 0; 0; 0; 0; 0;
1.000000; 21; 20; 0; 0; 0; 0; 0; 0;
1.100000; 22; 20; 0; 0; 0; 0; 0; 0;
1.000000; 23; 20; 0; 0; 0; 0; 0; 0;
1.100000; 24; 20; 0; 0; 0; 0; 0; 0;
1.100000; 25; 20; 0; 0; 0; 0; 0; 0;
1.100000; 26; 20; 0; 0; 0; 0; 0; 0;
1.000000; 27; 20; 0; 0; 0; 0; 0; 0;
1.100000; 28; 20; 0; 0; 0; 0; 0; 0;
1.000000; 29; 20; 0; 0; 0; 0; 0; 0;
1.000000; 30; 20; 0; 0; 0; 0; 0; 0;
1.000000; 31; 20; 0; 0; 0; 0; 0; 0;
1.200000; 32; 20; 0; 0; 0; 0; 0; 0;
1.200000; 33; 20; 0; 0; 0; 0; 0; 0;
1.200000; 34; 20; 0; 0; 0; 0; 0; 0;
1.100000; 35; 20; 0; 0; 0; 0; 0; 0;
1.200000; 36; 20; 0; 0; 0; 0; 0; 0;
1.200000; 37; 20; 0; 0; 0; 0; 0; 0;
1.200000; 38; 20; 0; 0; 0; 0; 0; 0;
1.200000; 39; 20; 0; 0; 0; 0; 0; 0;
1.200000; 40; 20; 0; 0; 0; 0; 0; 0;
1.200000; 41; 20; 0; 0; 0; 0; 0; 0;
1.200000; 42; 20; 0; 0; 0; 0; 0; 0;
1.200000; 43; 20; 0; 0; 0; 0; 0; 0;
1.200000; 44; 20; 0; 0; 0; 0; 0; 0;
1.200000; 45; 20; 0; 0; 0; 0; 0; 0;
1.200000; 46; 20; 0; 0; 0; 0; 0; 0;
1.200000; 47; 20; 0; 0; 0; 0; 0; 0;
1.200000; 48; 20; 0; 0; 0; 0; 0; 0;
1.100000; 49; 20; 0; 0; 0; 0; 0; 0;
1.100000; 50; 20; 0; 0; 0; 0; 0; 0;
1.100000; 51; 20; 0; 0; 0; 0; 0; 0;
3.020000; 52; 20; 0; 0; 1; 0; 0; 0;
3.950000; 53; 20; 0; 0; 2; 0; 0; 0;
5.800000; 54; 20; 0; 0; 3; 0; 0; 0;
5.329999; 55; 20; 0; 0; 3; 0; 0; 0;
7.820001; 56; 20; 0; 0; 4; 0; 0; 0;
6.380000; 57; 20; 0; 0; 5; 0; 0; 0;
6.720000; 58; 20; 0; 0; 4; 0; 0; 0;
6.850001; 59; 20; 0; 0; 5; 0; 0; 0;
6.200000; 60; 20; 0; 0; 5; 0; 0; 0;
14.960001; 61; 20; 1; 0; 4; 0; 0; 0;
27.299999; 62; 20; 1; 0; 5; 0; 1; 0;
41.079998; 63; 20; 1; 0; 4; 0; 1; 0;
3.630000; 64; 20; 0; 0; 3; 0; 1; 0;
3.789999; 65; 20; 0; 0; 3; 0; 0; 0;
3.080000; 66; 20; 0; 0; 2; 0; 0; 0;
3.910000; 67; 20; 0; 0; 1; 0; 0; 0;
1.600000; 68; 20; 0; 0; 1; 0; 0; 0;
1.700000; 69; 20; 0; 0; 0; 0; 0; 0;
1.700000; 70; 20; 0; 0; 0; 0; 0; 0;
1.680000; 71; 20; 0; 0; 0; 0; 0; 0;
1.700000; 72; 20; 0; 0; 0; 0; 0; 0;
1.700000; 73; 20; 0; 0; 0; 0; 0; 0;
13.370001; 74; 20; 1; 0; 1; 0; 0; 0;
27.939999; 75; 20; 1; 0; 1; 0; 1; 0;
25.130001; 76; 20; 1; 0; 1; 0; 1; 0;
3.950000; 77; 20; 0; 0; 1; 0; 1; 0;
5.060000; 78; 20; 0; 0; 2; 0; 0; 0;
5.080000; 79; 20; 0; 0; 2; 0; 0; 0;
4.310000; 80; 20; 0; 0; 2; 0; 0; 0;
7.320000; 81; 20; 0; 0; 3; 0; 0; 0;
9.370002; 82; 20; 0; 0; 4; 0; 0; 0;
9.620001; 83; 20; 0; 0; 5; 0; 0; 0;
6.070001; 84; 20; 0; 0; 5; 0; 0; 0;
8.120001; 85; 20; 0; 0; 5; 0; 0; 0;
9.990001; 86; 20; 0; 0; 5; 0; 0; 0;
4.800000; 87; 20; 0; 0; 5; 0; 0; 0;
13.430002; 88; 20; 1; 0; 5; 0; 0; 0;
42.829994; 89; 20; 1; 0; 4; 0; 1; 0;
24.750002; 90; 20; 1; 0; 3; 0; 1; 0;
5.250000; 91; 20; 1; 0; 3; 0; 1; 0;
3.220000; 92; 20; 0; 0; 2; 0; 0; 0;
1.900000; 93; 20; 0; 0; 1; 0; 0; 0;
2.200000; 94; 20; 0; 0; 0; 0; 0; 0;
1.600000; 95; 20; 0; 0; 0; 0; 0; 0;
1.510000; 96; 20; 0; 0; 0; 0; 0; 0;
1.700000; 97; 20; 0; 0; 0; 0; 0; 0;
1.600000; 98; 20; 0; 0; 0; 0; 0; 0;
1.740000; 99; 20; 0; 0; 0; 0; 0; 0;
1.800000; 100; 20; 0; 0; 0; 0; 0; 0;
12.240001; 101; 20; 1; 0; 0; 0; 0; 0;
17.620003; 102; 20; 2; 0; 1; 0; 0; 0;
14.800001; 103; 20; 2; 0; 2; 0; 0; 0;
8.130001; 104; 20; 2; 0; 2; 0; 0; 0;
10.020002; 105; 20; 1; 0; 2; 0; 0; 0;
6.330000; 106; 20; 1; 0; 2; 0; 0; 0;
4.549999; 107; 20; 0; 0; 2; 0; 0; 0;
1.600000; 108; 20; 0; 0; 1; 0; 0; 0;
1.700000; 109; 20; 0; 0; 0; 0; 0; 0;
1.700000; 110; 20; 0; 0; 0; 0; 0; 0;
1.700000; 111; 20; 0; 0; 0; 0; 0; 0;
1.700000; 112; 20; 0; 0; 0; 0; 0; 0;
1.700000; 113; 20; 0; 0; 0; 0; 0; 0;
1.730000; 114; 20; 0; 0; 0; 0; 0; 0;
1.700000; 115; 20; 0; 0; 0; 0; 0; 0;
1.800000; 116; 20; 0; 0; 0; 0; 0; 0;
1.800000; 117; 20; 0; 0; 0; 0; 0; 0;
1.700000; 118; 20; 0; 0; 0; 0; 0; 0;
1.800000; 119; 20; 0; 0; 0; 0; 0; 0;
1.700000; 120; 20; 0; 0; 0; 0; 0; 0;
1.800000; 121; 20; 0; 0; 0; 0; 0; 0;
1.700000; 122; 20; 0; 0; 0; 0; 0; 0;
1.700000; 123; 20; 0; 0; 0; 0; 0; 0;
1.800000; 124; 20; 0; 0; 0; 0; 0; 0;
1.700000; 125; 20; 0; 0; 0; 0; 0; 0;
1.800000; 126; 20; 0; 0; 0; 0; 0; 0;
1.700000; 127; 20; 0; 0; 0; 0; 0; 0;
1.710000; 128; 20; 0; 0; 0; 0; 0; 0;
1.800000; 129; 20; 0; 0; 0; 0; 0; 0;
1.700000; 130; 20; 0; 0; 0; 0; 0; 0;
1.100000; 131; 20; 0; 0; 0; 0; 0; 0;
1.100000; 132; 20; 0; 0; 0; 0; 0; 0;
1.100000; 133; 20; 0; 0; 0; 0; 0; 0;
1.100000; 134; 20; 0; 0; 0; 0; 0; 0;
1.100000; 135; 20; 0; 0; 0; 0; 0; 0;
1.100000; 136; 20; 0; 0; 0; 0; 0; 0;
1.100000; 137; 20; 0; 0; 0; 0; 0; 0;
1.100000; 138; 20; 0; 0; 0; 0; 0; 0;
1.100000; 139; 20; 0; 0; 0; 0; 0; 0;
1.100000; 140; 20; 0; 0; 0; 0; 0; 0;
1.100000; 141; 20; 0; 0; 0; 0; 0; 0;
1.100000; 142; 20; 0; 0; 0; 0; 0; 0;
1.100000; 143; 20; 0; 0; 0; 0; 0; 0;
1.100000; 144; 20; 0; 0; 0; 0; 0; 0;
1.100000; 145; 20; 0; 0; 0; 0; 0; 0;
0.990000; 146; 20; 0; 0; 0; 0; 0; 0;
